original_title,production_companies,genres,runtime,vote_average,vote_count
The Firm,Paramount Pictures,Drama,154.0,6.6,513.0
Free Willy,Canal Plus,Family,112.0,6.0,429.0
Fresh,Miramax Films,Crime,114.0,7.6,56.0
The Fugitive,Warner Bros.,Adventure,130.0,7.2,1240.0
Geronimo: An American Legend,Columbia Pictures,History,115.0,5.9,44.0
The Getaway,Universal Pictures,Drama,115.0,5.4,81.0
Getting Even with Dad,Metro-Goldwyn-Mayer (MGM),Family,109.0,4.5,43.0
Go Fish,Killer Films,Drama,83.0,3.9,5.0
A Good Man in Africa,Gramercy Pictures,Comedy,94.0,5.2,11.0
Guilty as Sin,Hollywood Pictures,Drama,107.0,5.6,21.0
Hard Target,Universal Pictures,Action,97.0,6.1,237.0
Heaven & Earth,Regency Enterprises,History,140.0,6.4,51.0
Hot Shots! Part Deux,Twentieth Century Fox Film Corporation,Action,86.0,6.2,463.0
Live Nude Girls,Spelling Entertainment,Comedy,95.0,4.7,12.0
The Englishman Who Went Up a Hill But Came Down a Mountain,Miramax Films,Drama,99.0,6.1,83.0
The House of the Spirits,Det Danske Filminstitut,Romance,140.0,6.7,135.0
House Party 3,[],Comedy,100.0,4.6,11.0
The Hudsucker Proxy,PolyGram Filmed Entertainment,Comedy,111.0,7.1,280.0
I'll Do Anything,Gracie Films,Comedy,115.0,5.7,18.0
In the Army Now,Hollywood Pictures,Comedy,91.0,4.7,54.0
In the Line of Fire,Castle Rock Entertainment,Action,128.0,6.8,392.0
In the Name of the Father,Universal Pictures,Drama,133.0,7.6,363.0
The Inkwell,Touchstone Pictures,Comedy,110.0,3.9,5.0
What's Love Got to Do with It,Touchstone Pictures,Drama,118.0,6.9,75.0
Jimmy Hollywood,Paramount Pictures,Comedy,112.0,4.6,17.0
Judgment Night,Universal Pictures,Action,110.0,6.4,79.0
Jurassic Park,Universal Pictures,Adventure,127.0,7.6,4956.0
Kalifornia,Propaganda Films,Thriller,117.0,6.5,209.0
Killing Zoe,Live Entertainment,Action,96.0,6.1,111.0
King of the Hill,Gramercy Pictures,Drama,103.0,6.4,33.0
Lassie,Paramount Pictures,Action,94.0,6.1,54.0
Last Action Hero,Columbia Pictures Corporation,Adventure,130.0,6.1,725.0
Life With Mikey,Touchstone Pictures,Comedy,91.0,5.1,24.0
Lightning Jack,Savoy Pictures,Action,98.0,5.7,40.0
M. Butterfly,Geffen Pictures,Drama,101.0,6.6,35.0
Made in America,Regency Enterprises,Comedy,111.0,5.3,86.0
Malice,Columbia Pictures,Drama,107.0,5.9,105.0
The Man without a Face,Icon Entertainment International,Drama,114.0,6.2,125.0
Manhattan Murder Mystery,TriStar Pictures,Comedy,104.0,7.1,169.0
Menace II Society,New Line Cinema,Drama,97.0,7.2,179.0
Executive Decision,Silver Pictures,Action,133.0,5.8,261.0
What Happened Was...,The Samuel Goldwyn Company,Thriller,91.0,7.0,7.0
Much Ado About Nothing,Renaissance Films,Drama,111.0,7.2,194.0
Mr. Jones,TriStar Pictures,Drama,114.0,5.9,35.0
Mr. Wonderful,Warner Bros.,Comedy,98.0,5.5,11.0
Mrs. Doubtfire,Twentieth Century Fox Film Corporation,Comedy,125.0,7.0,1638.0
Naked,Thin Man Films,Comedy,131.0,7.5,105.0
The Next Karate Kid,Columbia Pictures Corporation,Adventure,107.0,4.8,202.0
The New Age,Regency Enterprises,Comedy,112.0,4.8,5.0
No Escape,Columbia Pictures Corporation,Action,118.0,6.1,86.0
North,Columbia Pictures,Comedy,87.0,4.8,67.0
Orlando,Mikado Film,Romance,93.0,6.7,53.0
A Perfect World,Malpaso Productions,Crime,138.0,7.2,376.0
Philadelphia,TriStar Pictures,Drama,125.0,7.6,1019.0
The Piano,New South Wales Film & Television Office,Drama,121.0,7.1,290.0
Poetic Justice,Columbia Pictures,Drama,109.0,6.9,47.0
The Program,Touchstone Pictures,Drama,112.0,6.0,28.0
The Puppet Masters,Hollywood Pictures,Horror,109.0,5.6,41.0
Radioland Murders,Universal Pictures,Comedy,108.0,5.8,12.0
The Ref,Touchstone Pictures,Comedy,97.0,6.7,99.0
The Remains of the Day,Columbia Pictures,Drama,134.0,7.5,213.0
Renaissance Man,Cinergi Pictures Entertainment,Comedy,128.0,5.9,83.0
Rising Sun,Twentieth Century Fox Film Corporation,Action,125.0,5.8,188.0
The Road to Wellville,Columbia Pictures,Comedy,118.0,5.5,43.0
RoboCop 3,Orion Pictures,Action,104.0,4.2,309.0
Robin Hood: Men in Tights,Gaumont,Comedy,104.0,6.4,575.0
Romeo Is Bleeding,Working Title Films,Action,100.0,5.7,36.0
Romper Stomper,The Australian Film Commission,Action,94.0,6.6,126.0
Ruby in Paradise,Ruby in Paradise,Drama,114.0,5.6,10.0
Rudy,TriStar Pictures,Drama,114.0,7.2,187.0
The Saint of Fort Washington,David V. Picker Productions,Drama,99.0,4.0,5.0
Schindler's List,Universal Pictures,Drama,195.0,8.3,4436.0
The Scout,Twentieth Century Fox Film Corporation,Comedy,101.0,5.3,37.0
Searching for Bobby Fischer,Mirage Enterprises,Drama,110.0,7.3,100.0
Second Best,Regency Enterprises,Drama,105.0,5.9,8.0
The Secret Garden,American Zoetrope,Drama,102.0,7.1,232.0
Serial Mom,Savoy Pictures,Comedy,95.0,6.4,137.0
The Shadow,Universal Pictures,Adventure,108.0,5.4,140.0
Shadowlands,Shadowlands Productions,Drama,131.0,6.8,61.0
Short Cuts,Fine Line Features,Comedy,187.0,6.9,136.0
A Simple Twist of Fate,Touchstone Pictures,Drama,106.0,5.7,26.0
Sirens,Miramax Films,Comedy,98.0,5.2,31.0
Six Degrees of Separation,Metro-Goldwyn-Mayer (MGM),Mystery,112.0,6.5,75.0
Sleepless in Seattle,TriStar Pictures,Comedy,105.0,6.5,630.0
Sliver,Paramount Pictures,Drama,108.0,4.9,144.0
Blade Runner,Shaw Brothers,Science Fiction,117.0,7.9,3833.0
Son in Law,Hollywood Pictures,Comedy,95.0,5.6,81.0
So I Married an Axe Murderer,TriStar Pictures,Comedy,93.0,6.1,131.0
Striking Distance,Columbia Pictures Industries,Crime,102.0,5.4,223.0
Harem,[],History,113.0,4.0,4.0
Super Mario Bros.,Hollywood Pictures,Adventure,104.0,4.0,236.0
Surviving the Game,New Line Cinema,Action,96.0,6.1,53.0
Terminal Velocity,Hollywood Pictures,Action,102.0,5.0,82.0
Thirty Two Short Films About Glenn Gould,Rhombus Media,Drama,93.0,7.4,9.0
Threesome,TriStar Pictures,Comedy,93.0,6.3,57.0
The Nightmare Before Christmas,Tim Burton Productions,Fantasy,76.0,7.6,2135.0
The Three Musketeers,Walt Disney Pictures,Action,105.0,6.2,219.0
Tombstone,Hollywood Pictures,Action,130.0,7.4,632.0
Trial by Jury,Warner Bros.,Drama,107.0,5.5,5.0
True Romance,Davis-Films,Action,120.0,7.5,762.0
The War Room,[],Documentary,96.0,7.3,19.0
The Pagemaster,Twentieth Century Fox Film Corporation,Fantasy,80.0,6.2,178.0
"Paris, France",Téléfilm Canada,Drama,112.0,6.0,2.0
"The Beans of Egypt, Maine",[],[],0.0,0.0,1.0
Killer,Republic Pictures (II),Thriller,97.0,3.0,2.0
Welcome to the Dollhouse,[],Comedy,88.0,6.9,103.0
Germinal,Renn Productions,Drama,160.0,6.3,43.0
Chasers,Warner Bros.,Comedy,102.0,4.7,22.0
Cronos,CNCAIMC,Drama,94.0,6.4,153.0
Naked in New York,Fine Line Features,Comedy,95.0,4.0,3.0
Bhaji on the Beach,Channel 4 Television,Comedy,100.0,5.1,10.0
Little Big League,Columbia Pictures,Comedy,119.0,6.0,20.0
Wide Eyed and Legless,[],TV Movie,102.0,0.0,0.0
Foreign Student,[],Drama,90.0,0.0,0.0
Io speriamo che me la cavo,[],Comedy,100.0,7.2,74.0
Spanking the Monkey,Fine Line Features,Comedy,106.0,5.3,29.0
The Little Rascals,Universal Pictures,Romance,82.0,6.3,214.0
À la mode,[],Comedy,82.0,0.0,0.0
Andre,Paramount Pictures,Drama,94.0,5.0,31.0
Princess Caraboo,TriStar Pictures,Comedy,97.0,4.4,5.0
The Celluloid Closet,Sony Pictures Classics,History,102.0,7.0,24.0
Métisse,[],Drama,94.0,6.8,4.0
De eso no se habla,Oscar Kramer S.A.,Romance,106.0,6.0,1.0
The Brady Bunch Movie,Paramount Pictures,Comedy,84.0,5.9,87.0
Home Alone,Twentieth Century Fox Film Corporation,Comedy,103.0,7.1,2487.0
Ghost,Paramount Pictures,Fantasy,127.0,6.9,1381.0
Aladdin,Walt Disney Pictures,Animation,90.0,7.4,3495.0
Terminator 2: Judgment Day,Lightstorm Entertainment,Action,137.0,7.7,4274.0
Dances with Wolves,Tig Productions,Adventure,181.0,7.6,1084.0
Tough and Deadly,Shapiro-Glickenhaus Entertainment,Thriller,92.0,6.3,4.0
Batman,PolyGram Filmed Entertainment,Fantasy,126.0,7.0,2145.0
The Silence of the Lambs,Orion Pictures,Crime,119.0,8.1,4549.0
Snow White and the Seven Dwarfs,Walt Disney Productions,Fantasy,83.0,6.9,1973.0
Beauty and the Beast,Walt Disney Pictures,Romance,84.0,7.5,3029.0
Pinocchio,RKO Radio Pictures,Animation,88.0,6.9,1412.0
Pretty Woman,Touchstone Pictures,Romance,119.0,7.0,1807.0
The Wild Bunch,Warner Brothers/Seven Arts,Adventure,145.0,7.7,266.0
Love and a .45,Trimark Pictures,Crime,101.0,5.5,15.0
The Wooden Man's Bride,Long Shong Pictures,Drama,113.0,6.5,1.0
A Great Day in Harlem,[],[],60.0,7.0,2.0
Bye Bye Love,Twentieth Century Fox Film Corporation,Comedy,106.0,6.1,20.0
One Fine Day,Twentieth Century Fox Film Corporation,Comedy,108.0,6.1,160.0
Candyman: Farewell to the Flesh,Propaganda Films,Horror,93.0,5.0,64.0
Century,BBC,Romance,112.0,5.0,1.0
Fargo,PolyGram Filmed Entertainment,Crime,98.0,7.7,2080.0
Homeward Bound II: Lost in San Francisco,Walt Disney Pictures,Adventure,89.0,6.0,105.0
Heavy Metal,Canadian Film Development Corporation (CFDC),Animation,90.0,6.3,150.0
Hellraiser: Bloodline,Miramax Films,Horror,86.0,4.9,111.0
The Pallbearer,Miramax Films,Comedy,97.0,4.6,30.0
Jane Eyre,Miramax Films,Drama,112.0,7.1,51.0
Loaded,[],Drama,91.0,4.0,3.0
The Aristocats,Walt Disney Productions,Animation,78.0,7.1,1287.0
Two Much,PolyGram Filmed Entertainment,Comedy,118.0,5.1,24.0
Ed,Universal Pictures,Comedy,94.0,3.6,24.0
A Modern Affair,[],[],90.0,5.0,1.0
Condition Red,[],Thriller,83.0,4.7,3.0
Asfour Stah,Cinétéléfilms,Comedy,98.0,7.4,5.0
A Thin Line Between Love and Hate,New Line Cinema,Comedy,108.0,5.7,15.0
The Last Supper,Columbia Pictures Corporation,Comedy,92.0,6.5,82.0
Primal Fear,Paramount Pictures,Crime,129.0,7.4,644.0
Rude,[],[],89.0,6.0,1.0
Carried Away,[],Drama,109.0,5.4,5.0
All Dogs Go to Heaven 2,Metro-Goldwyn-Mayer (MGM),Romance,82.0,5.0,50.0
Land and Freedom,Road Movies Filmproduktion GmbH,Drama,109.0,7.0,53.0
Denise Calls Up,Davis Entertainment,Comedy,80.0,6.6,5.0
Theodore Rex,New Line Cinema,Fantasy,92.0,3.6,17.0
A Family Thing,United Artists,Comedy,109.0,5.6,14.0
Frisk,[],Drama,88.0,3.0,3.0
Sgt. Bilko,Imagine Entertainment,Comedy,90.0,5.5,96.0
Jack & Sarah,Granada Film Productions,Comedy,110.0,5.1,10.0
Girl 6,Fox Searchlight Pictures,Comedy,108.0,5.7,17.0
Diabolique,Marvin Worth Productions,Drama,107.0,5.4,74.0
Courage Under Fire,Twentieth Century Fox Film Corporation,Drama,117.0,6.2,240.0
Mission: Impossible,Paramount Pictures,Adventure,110.0,6.7,2677.0
Moll Flanders,Trilogy Entertainment Group,Drama,123.0,6.2,19.0
DragonHeart,Universal Pictures,Fantasy,103.0,6.4,553.0
Eddie,Hollywood Pictures,Action,100.0,5.4,46.0
Yankee Zulu,Distant Horizons,Drama,100.0,6.0,4.0
Billy's Holiday,[],[],92.0,0.0,0.0
August,Granada Film Productions,Romance,94.0,5.3,3.0
James and the Giant Peach,Walt Disney Pictures,Adventure,79.0,6.2,375.0
Fear,Imagine Entertainment,Drama,97.0,6.1,157.0
Kids in the Hall: Brain Candy,Paramount Pictures,Comedy,89.0,5.9,26.0
Faithful,New Line Cinema,Comedy,91.0,4.8,4.0
Bloodsport II,FM Entertainment International N.V.,Action,90.0,5.2,23.0
Mystery Science Theater 3000: The Movie,Universal Pictures,Comedy,73.0,7.0,71.0
Tarantella,[],[],100.0,0.0,0.0
Space Jam,Warner Bros. Family Entertainment,Animation,88.0,6.5,1335.0
Barbarella,Paramount Pictures,Science Fiction,98.0,5.7,149.0
Hostile Intentions,Libra Pictures,Thriller,90.0,8.0,1.0
They Bite,[],Comedy,98.0,5.5,1.0
Some Folks Call It a Sling Blade,[],Drama,25.0,7.5,8.0
The Run of the Country,Castle Rock Entertainment,Drama,0.0,8.0,2.0
Tigrero: A Film That Was Never Made,[],Documentary,75.0,7.5,4.0
L'oeil de Vichy,[],[],110.0,0.0,0.0
Windows,Mike Lobell Productions,Horror,96.0,5.8,9.0
It's My Party,Opala Productions,Drama,110.0,6.2,9.0
Country Life,[],Drama,118.0,8.0,1.0
Operation Dumbo Drop,Walt Disney Pictures,Action,107.0,4.7,37.0
Mrs. Winterbourne,TriStar Pictures,Comedy,105.0,5.5,26.0
Solo,Van Peebles Films,Action,94.0,3.9,18.0
The Substitute,Live Entertainment,Action,114.0,5.8,60.0
True Crime,[],Crime,94.0,5.1,7.0
Butterfly Kiss,Dan Films,Crime,88.0,7.4,5.0
Feeling Minnesota,Fine Line Features,Action,99.0,5.5,29.0
Delta of Venus,New Line Cinema,Drama,99.0,3.3,5.0
To Cross the Rubicon,[],[],0.0,0.0,0.0
Angus,New Line Cinema,Comedy,90.0,6.8,24.0
Faces,Maurice McEndree Productions,Drama,130.0,7.1,36.0
Boys,PolyGram Filmed Entertainment,Romance,86.0,5.3,11.0
The Quest,Universal Pictures,Action,95.0,5.3,126.0
Cosi,[],Comedy,102.0,7.1,9.0
Sunset Park,Jersey Films,Drama,99.0,5.1,7.0
Mulholland Falls,Metro-Goldwyn-Mayer (MGM),Drama,107.0,6.2,73.0
The Truth About Cats & Dogs,Twentieth Century Fox Film Corporation,Comedy,93.0,5.7,86.0
Oliver & Company,Walt Disney Pictures,Animation,74.0,6.5,372.0
Celtic Pride,Caravan Pictures,Comedy,91.0,4.9,35.0
Flipper,Universal Pictures,Adventure,95.0,5.3,85.0
Captives,Distant Horizons,Drama,100.0,6.0,10.0
Of Love and Shadows,Miramax Films,Drama,103.0,4.4,11.0
Dead Man,JVC Entertainment,Drama,121.0,7.2,397.0
Le Hussard sur le toit,France 2 Cinéma,War,135.0,6.7,25.0
Switchblade Sisters,Centaur Pictures Inc.,Action,91.0,6.6,27.0
Multiplicity,Columbia Pictures Corporation,Comedy,117.0,5.5,158.0
"The Haunted World of Edward D. Wood, Jr.",Wood-Thomas Pictures,Documentary,112.0,10.0,1.0
Due Amici,[],Drama,86.0,0.0,0.0
The Craft,Columbia Pictures,Drama,101.0,6.3,388.0
The Great White Hype,Twentieth Century Fox Film Corporation,Comedy,91.0,5.1,29.0
Last Dance,Touchstone Pictures,Drama,103.0,5.6,9.0
War Stories Our Mother Never Told Us,[],[],95.0,0.0,0.0
Cold Comfort Farm,[],Comedy,95.0,7.0,21.0
"Institute Benjamenta, or This Dream People Call Human Life",Pandora Filmproduktion,Animation,104.0,7.7,11.0
Heaven's Prisoners,New Line Cinema,Drama,132.0,5.0,17.0
Original Gangstas,"[{'name': ""Po' Boy Productions"", 'id': 11787}]",Action,99.0,5.5,5.0
The Rock,Hollywood Pictures,Action,136.0,6.9,1474.0
Getting Away with Murder,The Rank Organisation,Comedy,91.0,5.5,6.0
Twister,Universal Pictures,Action,113.0,6.1,966.0
Barb Wire,Propaganda Films,Action,98.0,3.9,117.0
Thinner,Paramount Pictures,Horror,92.0,5.5,125.0
Spy Hard,Hollywood Pictures,Action,81.0,4.9,148.0
Brothers in Trouble,Renegade Films,Comedy,102.0,0.0,0.0
A Close Shave,Aardman Animations,Family,30.0,7.5,223.0
Force of Evil,Enterprise Productions,Drama,78.0,6.6,33.0
The Stupids,New Line Cinema,Comedy,94.0,4.2,22.0
The Arrival,Live Entertainment,Action,115.0,6.1,200.0
The Man from Down Under,Metro-Goldwyn-Mayer (MGM),Drama,103.0,0.0,0.0
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Hawk Films,Drama,95.0,8.0,1472.0
Careful,the Canadian Council,Horror,100.0,7.8,4.0
Vermont Is for Lovers,[],[],88.0,0.0,0.0
A Month by the Lake,Miramax Films,Comedy,92.0,7.2,7.0
Gold Diggers: The Secret of Bear Mountain,Universal Pictures,Drama,94.0,5.8,20.0
Kim,Metro-Goldwyn-Mayer (MGM),Family,113.0,7.0,5.0
Khomreh,[],[],86.0,8.0,3.0
Maya Lin: A Strong Clear Vision,[],Documentary,105.0,0.0,0.0
The Phantom,Paramount Pictures,Adventure,100.0,4.7,138.0
Striptease,Columbia Pictures,Drama,115.0,4.4,210.0
The Last of the High Kings,[],Drama,102.0,5.7,15.0
Heavy,Available Light Productions,Drama,105.0,7.7,11.0
Jack,American Zoetrope,Comedy,113.0,5.9,340.0
I Shot Andy Warhol,Playhouse International Pictures,Drama,103.0,6.1,32.0
The Grass Harp,Fine Line Features,Comedy,107.0,6.1,4.0
Quartier Mozart,[],[],80.0,5.0,1.0
Babyfever,[],[],109.0,0.0,0.0
Pharaoh's  Army,Independent Television Service,Western,90.0,6.3,5.0
Trainspotting,Miramax Films,Drama,93.0,7.8,2737.0
Til There Was You,Paramount Pictures,Comedy,113.0,3.9,4.0
Independence Day,Twentieth Century Fox Film Corporation,Action,145.0,6.7,3334.0
Stealing Beauty,Fox Searchlight Pictures,Drama,116.0,6.6,99.0
The Fan,TriStar Pictures,Drama,116.0,5.7,202.0
The Hunchback of Notre Dame,Walt Disney Pictures,Drama,91.0,6.8,1182.0
The Cable Guy,Columbia Pictures Corporation,Comedy,96.0,5.7,603.0
Kingpin,Motion Picture Corporation of America,Comedy,113.0,6.7,248.0
Eraser,Kopelson Entertainment,Action,115.0,5.6,553.0
The Gate of Heavenly Peace,[],Documentary,180.0,6.7,3.0
The Nutty Professor,Imagine Entertainment,Fantasy,95.0,5.4,717.0
"Hol volt, hol nem volt",[],[],97.0,0.0,0.0
En compagnie d'Antonin Artaud,[],[],90.0,8.0,1.0
Sibak,First Run Features,[],100.0,7.0,1.0
Somebody to Love,Initial Productions,Comedy,102.0,5.1,2.0
A Very Natural Thing,[],Drama,80.0,6.3,3.0
Daylight,Universal Pictures,Action,115.0,5.8,385.0
The Frighteners,WingNut Films,Horror,110.0,6.7,413.0
Lone Star,Castle Rock Entertainment,Drama,135.0,6.9,79.0
Harriet the Spy,Paramount Pictures,Comedy,100.0,5.7,47.0
Phenomenon,Touchstone Pictures,Drama,123.0,6.2,328.0
Walking and Talking,Channel Four Films,Comedy,86.0,6.6,8.0
She's the One,Fox Searchlight Pictures,Comedy,96.0,5.7,71.0
A Time to Kill,Regency Enterprises,Crime,149.0,7.0,522.0
American Buffalo,Channel Four Films,Drama,88.0,6.2,9.0
Alaska,Castle Rock Entertainment,Adventure,109.0,5.2,32.0
Fled,Metro-Goldwyn-Mayer (MGM),Action,98.0,5.2,49.0
Kazaam,Touchstone Pictures,Fantasy,93.0,3.6,60.0
Larger Than Life,United Artists,Family,93.0,5.4,35.0
A Boy Called Hate,[],[],0.0,6.0,2.0
Power 98,[],Action,89.0,4.0,1.0
Two Deaths,British Broadcasting Corporation (BBC),War,102.0,7.0,2.0
A Very Brady Sequel,Paramount Pictures,Comedy,90.0,5.8,42.0
Stefano Quantestorie,[],Comedy,82.0,6.0,1.0
O Convento,[],Thriller,91.0,6.5,6.0
The Adventures of Pinocchio,New Line Cinema,Animation,90.0,5.0,55.0
Joe's Apartment,[],Fantasy,78.0,5.0,87.0
The First Wives Club,Scott Rudin Productions,Comedy,102.0,6.5,172.0
Stonewall,Killer Films,Romance,99.0,7.2,10.0
Ransom,Touchstone Pictures,Action,117.0,6.4,482.0
High School High,TriStar Pictures,Comedy,86.0,5.4,51.0
Phat Beach,Orion Pictures,Comedy,89.0,5.4,8.0
Foxfire,Rysher Entertainment,Action,102.0,6.3,30.0
Chain Reaction,Twentieth Century Fox Film Corporation,Action,107.0,5.3,291.0
Matilda,Jersey Films,Comedy,98.0,6.9,892.0
Emma,Miramax Films,Drama,121.0,6.7,152.0
The Crow: City of Angels,Miramax Films,Action,84.0,5.2,119.0
House Arrest,Metro-Goldwyn-Mayer (MGM),Comedy,108.0,5.0,32.0
Bordello of Blood,Universal Pictures,Horror,87.0,5.0,63.0
Lotto Land,[],Drama,87.0,7.0,1.0
The Story of Xinghua,[],[],90.0,0.0,0.0
Flirt,[],Drama,85.0,7.5,4.0
The Big Squeeze,Zeta Entertainment,Drama,98.0,5.0,1.0
The Spitfire Grill,Castle Rock Entertainment,Comedy,117.0,6.8,17.0
Escape from L.A.,Paramount Pictures,Action,97.0,5.6,381.0
Basquiat,Miramax,Drama,108.0,6.6,97.0
Tin Cup,Regency Enterprises,Comedy,135.0,5.9,152.0
Dingo,Vertigo Productions,Drama,109.0,6.0,1.0
Wuya yu maque,[],[],113.0,5.0,1.0
The Godfather,Paramount Pictures,Drama,175.0,8.5,6024.0
Manny & Lo,Pope Productions,Drama,88.0,6.3,9.0
Small Faces,[],[],108.0,6.4,10.0
Bound,Dino De Laurentiis Company,Crime,108.0,6.9,203.0
Carpool,Regency Enterprises,Comedy,89.0,4.9,17.0
Death in Brunswick,Australian Film Finance Corporation (AFFC),Drama,109.0,6.1,7.0
Kansas City,Fine Line Features,Thriller,116.0,6.1,13.0
Gone Fishin',Caravan Pictures,Comedy,94.0,4.7,48.0
Killer: A Journal of Murder,Ixtlan Productions,Drama,91.0,6.3,10.0
Nothing to Lose,[],Action,0.0,0.0,0.0
Girls Town,[],Comedy,90.0,5.2,3.0
Bye-Bye,[],Drama,104.0,7.7,3.0
The Relic,Paramount Pictures,Horror,110.0,5.8,130.0
The Island of Dr. Moreau,New Line Cinema,Fantasy,96.0,4.6,148.0
First Kid,Walt Disney Pictures,Comedy,101.0,5.3,28.0
The Trigger Effect,Universal Pictures,Drama,94.0,6.6,18.0
Sweet Nothing,[],[],89.0,5.0,2.0
Bogus,Regency Enterprises,Fantasy,110.0,5.4,46.0
Bulletproof,Universal Pictures,Action,84.0,5.4,164.0
Talk of Angels,Kanzaman,Drama,96.0,6.8,4.0
The Land Before Time III: The Time of the Great Giving,Universal Cartoon Studios,Animation,71.0,6.1,86.0
Halloween: The Curse of Michael Myers,Miramax Films,Horror,88.0,5.0,173.0
Twelfth Night,Fine Line Features,Drama,134.0,7.0,22.0
Mother Night,Fine Line Features,Drama,114.0,7.1,13.0
Wenecja,[],Drama,110.0,7.5,4.0
For Whom the Bell Tolls,Paramount Pictures,Drama,170.0,6.1,41.0
The Philadelphia Story,Metro-Goldwyn-Mayer (MGM),Comedy,112.0,7.7,196.0
Singin' in the Rain,Metro-Goldwyn-Mayer (MGM),Comedy,103.0,7.9,747.0
An American in Paris,Metro-Goldwyn-Mayer (MGM),Drama,113.0,6.9,133.0
Funny Face,Paramount Pictures,Music,103.0,7.0,162.0
Breakfast at Tiffany's,Paramount Pictures,Comedy,110.0,7.6,1082.0
Vertigo,Paramount Pictures,Mystery,128.0,8.0,1162.0
Rear Window,Paramount Pictures,Drama,112.0,8.2,1531.0
It Happened One Night,Columbia Pictures Corporation,Comedy,105.0,7.7,283.0
Gaslight,Metro-Goldwyn-Mayer (MGM),Drama,114.0,7.2,73.0
The Gay Divorcee,RKO Radio Pictures,Comedy,107.0,7.2,17.0
North by Northwest,Metro-Goldwyn-Mayer (MGM),Mystery,136.0,7.8,1062.0
The Apartment,United Artists,Comedy,125.0,8.1,498.0
Some Like It Hot,The Mirisch Corporation,Comedy,122.0,8.0,835.0
Charade,Universal Pictures,Comedy,113.0,7.7,351.0
Casablanca,Warner Bros.,Drama,102.0,7.9,1462.0
The Maltese Falcon,Warner Bros.,Mystery,100.0,7.8,435.0
My Fair Lady,Warner Bros.,Drama,170.0,7.4,361.0
Sabrina,Paramount Pictures,Comedy,113.0,7.4,284.0
Roman Holiday,Paramount Pictures,Comedy,119.0,7.8,502.0
The Little Princess,Twentieth Century Fox Film Corporation,Drama,93.0,7.0,22.0
Meet Me in St. Louis,Metro-Goldwyn-Mayer (MGM),Comedy,113.0,6.8,66.0
The Wizard of Oz,"[{'name': ""Loew's Incorporated"", 'id': 31892}]",Adventure,102.0,7.4,1689.0
Gone with the Wind,Selznick International Pictures,Drama,238.0,7.7,995.0
My Favorite Year,Brooksfilms,Comedy,92.0,7.1,35.0
Sunset Boulevard,Paramount Pictures,Drama,110.0,8.2,533.0
Citizen Kane,RKO Radio Pictures,Mystery,119.0,8.0,1244.0
2001: A Space Odyssey,Stanley Kubrick Productions,Science Fiction,149.0,7.9,3075.0
Golden Earrings,Paramount Pictures,Adventure,95.0,4.8,3.0
All About Eve,Twentieth Century Fox Film Corporation,Drama,138.0,8.0,367.0
The Women,Metro-Goldwyn-Mayer (MGM),Comedy,133.0,6.4,26.0
Rebecca,Selznick International Pictures,Drama,130.0,7.7,346.0
Foreign Correspondent,United Artists,Mystery,120.0,7.0,86.0
